user_id,touch_order,timestamp,channel,campaign
84,3,2025-07-06 12:00:00,Search,Brand
85,4,2025-06-06 07:00:00,Social,Brand
85,3,2025-06-20 10:00:00,Email,Brand
85,2,2025-07-06 03:00:00,Display,Prospecting
85,1,2025-07-15 01:00:00,Search,Prospecting
86,1,2025-06-12 12:00:00,Search,Brand
86,2,2025-07-03 14:00:00,Display,Prospecting
86,3,2025-07-14 03:00:00,Email,Prospecting
87,1,2025-06-08 09:00:00,Display,Brand
87,2,2025-06-09 21:00:00,Search,Brand
87,5,2025-06-23 00:00:00,Display,Prospecting
87,4,2025-07-07 20:00:00,Search,Brand
87,3,2025-07-11 21:00:00,Email,Brand
88,4,2025-06-27 01:00:00,Email,Prospecting
88,1,2025-07-17 08:00:00,Display,Brand
88,3,2025-07-22 10:00:00,Email,Brand
88,2,2025-07-27 20:00:00,CTV,Brand
88,5,2025-07-29 11:00:00,Email,Brand
89,1,2025-06-07 19:00:00,Social,Retargeting
90,1,2025-06-29 10:00:00,CTV,Brand
91,2,2025-06-20 21:00:00,Display,Prospecting
91,4,2025-06-30 22:00:00,Social,Prospecting
91,5,2025-07-02 16:00:00,Search,Brand
91,3,2025-07-10 16:00:00,Search,Brand
91,1,2025-07-19 06:00:00,Email,Brand
92,2,2025-06-02 21:00:00,Social,Brand
92,1,2025-06-18 00:00:00,Display,Brand
92,3,2025-07-08 18:00:00,Search,Brand
93,5,2025-06-08 21:00:00,Social,Prospecting
93,2,2025-06-19 13:00:00,Social,Prospecting
93,1,2025-07-25 06:00:00,Display,Brand
93,3,2025-07-25 17:00:00,Display,Brand
93,4,2025-07-27 22:00:00,Search,Brand
94,3,2025-06-16 03:00:00,Email,Brand
94,2,2025-06-24 13:00:00,CTV,Prospecting
94,1,2025-07-03 14:00:00,Display,Prospecting
95,1,2025-06-07 09:00:00,Search,Brand
95,2,2025-06-19 15:00:00,Search,Prospecting
96,2,2025-06-11 09:00:00,Display,Brand
96,1,2025-06-18 01:00:00,Email,Prospecting
96,4,2025-06-30 08:00:00,Social,Brand
96,3,2025-07-25 11:00:00,Display,Brand
97,4,2025-06-09 07:00:00,CTV,Brand
97,2,2025-06-30 23:00:00,Email,Brand
97,3,2025-07-02 16:00:00,Social,Prospecting
97,1,2025-07-28 21:00:00,Display,Brand
98,1,2025-07-24 21:00:00,Display,Retargeting
99,2,2025-06-06 17:00:00,Social,Prospecting
99,1,2025-06-29 12:00:00,CTV,Prospecting
100,1,2025-07-08 01:00:00,Social,Prospecting
101,1,2025-06-12 22:00:00,Search,Brand
101,2,2025-06-27 05:00:00,Display,Brand
102,3,2025-06-02 21:00:00,Display,Brand
102,2,2025-06-26 20:00:00,Social,Prospecting
102,4,2025-07-06 18:00:00,Search,Brand
102,5,2025-07-10 10:00:00,Social,Prospecting
102,1,2025-07-27 20:00:00,Search,Retargeting
103,2,2025-06-22 04:00:00,Social,Brand
103,3,2025-07-17 19:00:00,Search,Prospecting
103,1,2025-07-24 01:00:00,Social,Retargeting
104,1,2025-07-29 12:00:00,Search,Prospecting
105,2,2025-06-25 10:00:00,CTV,Brand
105,1,2025-07-23 08:00:00,Search,Prospecting
106,1,2025-06-03 17:00:00,Display,Prospecting
106,2,2025-06-30 05:00:00,CTV,Brand
106,3,2025-07-14 16:00:00,Search,Retargeting
107,1,2025-07-17 11:00:00,Social,Retargeting
108,2,2025-06-08 17:00:00,Social,Brand
108,4,2025-06-10 15:00:00,Email,Brand
108,1,2025-06-17 22:00:00,Display,Prospecting
108,5,2025-06-21 21:00:00,Email,Brand
108,3,2025-06-26 08:00:00,Email,Brand
109,1,2025-06-07 08:00:00,Search,Brand
109,4,2025-07-09 16:00:00,CTV,Brand
109,5,2025-07-14 12:00:00,Search,Prospecting
109,3,2025-07-22 06:00:00,Social,Prospecting
109,2,2025-07-29 22:00:00,Display,Prospecting
110,2,2025-07-19 03:00:00,Display,Brand
110,1,2025-07-25 22:00:00,Search,Brand
111,2,2025-06-02 22:00:00,Social,Retargeting
111,1,2025-07-03 15:00:00,Social,Retargeting
112,2,2025-07-05 06:00:00,Search,Brand
112,3,2025-07-19 20:00:00,Social,Prospecting
112,1,2025-07-25 12:00:00,Social,Retargeting
113,4,2025-06-18 04:00:00,Search,Brand
113,2,2025-06-20 04:00:00,Display,Brand
113,3,2025-07-15 13:00:00,Search,Retargeting
113,1,2025-07-17 09:00:00,Search,Brand
114,1,2025-06-15 16:00:00,Social,Brand
115,2,2025-06-06 06:00:00,Display,Retargeting
115,3,2025-06-11 12:00:00,Email,Prospecting
115,1,2025-07-28 04:00:00,Display,Brand
116,4,2025-06-06 04:00:00,Search,Retargeting
116,3,2025-07-04 08:00:00,Search,Prospecting
116,2,2025-07-23 18:00:00,Social,Brand
116,1,2025-07-29 07:00:00,Email,Prospecting
117,1,2025-06-09 02:00:00,CTV,Prospecting
118,2,2025-06-24 02:00:00,Display,Brand
118,1,2025-07-12 02:00:00,Display,Prospecting
118,3,2025-07-26 14:00:00,Search,Retargeting
119,5,2025-06-08 04:00:00,Search,Prospecting
119,4,2025-06-11 01:00:00,Social,Brand
119,2,2025-06-28 08:00:00,Search,Retargeting
119,1,2025-07-04 10:00:00,Display,Brand
119,3,2025-07-12 08:00:00,Search,Retargeting
120,5,2025-06-06 23:00:00,Display,Prospecting
120,2,2025-06-17 17:00:00,Social,Brand
120,3,2025-06-29 18:00:00,Display,Brand
120,4,2025-07-04 07:00:00,Social,Brand
120,1,2025-07-30 15:00:00,CTV,Brand
121,1,2025-07-29 15:00:00,Display,Prospecting
122,1,2025-07-23 09:00:00,Search,Prospecting
123,1,2025-06-07 04:00:00,Display,Retargeting
123,4,2025-06-14 12:00:00,Social,Brand
123,2,2025-07-21 22:00:00,Search,Prospecting
123,3,2025-07-23 06:00:00,Search,Prospecting
124,5,2025-06-04 19:00:00,CTV,Brand
124,3,2025-06-19 06:00:00,Social,Retargeting
124,4,2025-06-28 14:00:00,Email,Brand
124,2,2025-07-04 23:00:00,Display,Brand
124,1,2025-07-16 16:00:00,Social,Brand
125,2,2025-06-01 21:00:00,CTV,Brand
125,1,2025-06-17 11:00:00,Search,Prospecting
125,3,2025-07-20 13:00:00,Email,Retargeting
126,2,2025-06-29 10:00:00,Display,Brand
126,3,2025-07-02 18:00:00,Search,Brand
126,4,2025-07-04 13:00:00,Social,Retargeting
126,1,2025-07-29 02:00:00,CTV,Brand
127,1,2025-06-13 08:00:00,Search,Prospecting
127,3,2025-06-14 19:00:00,CTV,Brand
127,2,2025-06-29 10:00:00,Search,Brand
128,1,2025-07-14 23:00:00,Social,Retargeting
129,2,2025-06-03 00:00:00,Search,Prospecting
129,5,2025-06-08 13:00:00,Search,Brand
129,4,2025-06-12 17:00:00,Display,Brand
129,3,2025-07-04 02:00:00,Search,Prospecting
129,1,2025-07-29 19:00:00,Social,Brand
130,3,2025-06-20 13:00:00,Social,Brand
130,2,2025-07-14 20:00:00,Email,Retargeting
130,1,2025-07-16 17:00:00,Display,Prospecting
131,1,2025-07-14 19:00:00,Social,Brand
132,1,2025-07-30 21:00:00,CTV,Brand
133,3,2025-06-11 12:00:00,Display,Retargeting
133,1,2025-06-13 16:00:00,Search,Brand
133,2,2025-06-18 13:00:00,Email,Prospecting
134,1,2025-06-08 10:00:00,Social,Brand
135,1,2025-06-12 13:00:00,Search,Brand
136,3,2025-06-13 00:00:00,Display,Brand
136,1,2025-06-20 00:00:00,Social,Brand
136,4,2025-07-09 01:00:00,Email,Brand
136,2,2025-07-30 00:00:00,Social,Brand
137,2,2025-07-19 07:00:00,CTV,Prospecting
137,1,2025-07-20 14:00:00,Search,Brand
138,1,2025-06-06 08:00:00,Search,Prospecting
139,1,2025-06-12 07:00:00,Email,Prospecting
139,2,2025-06-20 14:00:00,Display,Brand
140,2,2025-06-03 08:00:00,Search,Brand
140,1,2025-06-16 03:00:00,CTV,Prospecting
140,3,2025-06-18 21:00:00,CTV,Prospecting
140,4,2025-06-25 12:00:00,CTV,Brand
141,3,2025-06-19 21:00:00,Social,Prospecting
141,2,2025-07-02 18:00:00,Search,Brand
141,1,2025-07-15 07:00:00,Display,Brand
141,4,2025-07-29 02:00:00,Search,Brand
142,2,2025-06-12 16:00:00,Display,Prospecting
142,4,2025-06-20 23:00:00,Social,Prospecting
142,3,2025-06-24 19:00:00,CTV,Prospecting
142,1,2025-06-29 21:00:00,Search,Brand
142,5,2025-07-11 03:00:00,Search,Brand
143,1,2025-06-02 14:00:00,Email,Brand
143,3,2025-06-12 02:00:00,CTV,Prospecting
143,4,2025-06-15 00:00:00,Search,Prospecting
143,2,2025-07-12 18:00:00,CTV,Retargeting
144,2,2025-06-05 05:00:00,Social,Brand
144,1,2025-07-14 13:00:00,Email,Brand
145,4,2025-06-01 07:00:00,CTV,Brand
145,2,2025-06-02 06:00:00,Search,Brand
145,1,2025-07-17 13:00:00,Social,Brand
145,3,2025-07-27 01:00:00,Display,Brand
146,3,2025-06-05 19:00:00,CTV,Retargeting
146,1,2025-06-10 02:00:00,Social,Brand
146,2,2025-06-29 09:00:00,CTV,Brand
147,1,2025-07-24 19:00:00,Social,Prospecting
148,1,2025-06-12 04:00:00,Display,Prospecting
148,3,2025-06-20 17:00:00,Email,Brand
148,5,2025-07-05 05:00:00,Search,Brand
148,4,2025-07-07 19:00:00,Search,Prospecting
148,2,2025-07-26 14:00:00,Display,Brand
149,1,2025-07-19 18:00:00,Search,Brand
150,2,2025-06-25 17:00:00,Email,Prospecting
150,4,2025-07-08 19:00:00,Search,Brand
150,1,2025-07-20 23:00:00,CTV,Brand
150,5,2025-07-22 15:00:00,Email,Prospecting
150,3,2025-07-26 14:00:00,Social,Brand
151,1,2025-06-21 00:00:00,Display,Brand
151,2,2025-07-08 04:00:00,Email,Brand
152,1,2025-07-25 22:00:00,Email,Prospecting
153,1,2025-06-18 16:00:00,Display,Retargeting
153,2,2025-07-19 11:00:00,Search,Prospecting
154,4,2025-06-09 00:00:00,Social,Retargeting
154,3,2025-06-28 01:00:00,Email,Brand
154,1,2025-07-03 00:00:00,Search,Prospecting
154,2,2025-07-23 15:00:00,CTV,Brand
155,1,2025-07-23 12:00:00,Search,Brand
156,2,2025-07-04 17:00:00,Display,Brand
156,1,2025-07-08 13:00:00,Email,Brand
157,3,2025-06-07 14:00:00,CTV,Brand
157,1,2025-06-11 00:00:00,Search,Prospecting
157,4,2025-06-25 00:00:00,Search,Brand
157,2,2025-06-25 20:00:00,Search,Brand
157,5,2025-07-14 05:00:00,Search,Prospecting
158,1,2025-06-02 13:00:00,Social,Prospecting
158,2,2025-06-08 15:00:00,Display,Retargeting
159,2,2025-06-15 11:00:00,Social,Brand
159,5,2025-06-16 14:00:00,Search,Retargeting
159,3,2025-06-23 05:00:00,Display,Prospecting
159,1,2025-06-26 11:00:00,Search,Prospecting
159,4,2025-07-13 12:00:00,Display,Brand
160,1,2025-06-11 18:00:00,Search,Retargeting
160,2,2025-06-22 18:00:00,Search,Brand
160,4,2025-07-17 02:00:00,CTV,Brand
160,3,2025-07-18 20:00:00,Search,Brand
161,1,2025-06-02 16:00:00,Email,Prospecting
161,2,2025-06-30 10:00:00,Search,Retargeting
162,3,2025-06-07 21:00:00,Social,Brand
162,1,2025-07-01 06:00:00,Search,Prospecting
162,4,2025-07-12 14:00:00,Email,Prospecting
162,2,2025-07-12 23:00:00,Email,Brand
162,5,2025-07-24 20:00:00,Display,Brand
163,1,2025-06-15 09:00:00,Search,Brand
164,1,2025-06-08 23:00:00,Social,Brand
164,2,2025-07-07 03:00:00,Search,Prospecting
165,2,2025-06-10 00:00:00,Social,Brand
165,4,2025-06-21 16:00:00,Search,Brand
165,1,2025-07-09 09:00:00,Display,Prospecting
165,3,2025-07-19 02:00:00,Display,Brand
166,3,2025-06-02 02:00:00,CTV,Prospecting
166,2,2025-06-14 12:00:00,CTV,Brand
166,1,2025-06-28 06:00:00,Social,Brand
167,2,2025-06-24 13:00:00,Search,Prospecting
167,1,2025-07-24 06:00:00,Display,Brand
168,1,2025-07-02 06:00:00,Display,Brand
168,2,2025-07-07 00:00:00,CTV,Brand
169,1,2025-07-29 05:00:00,Social,Brand
170,1,2025-07-30 01:00:00,CTV,Brand
171,1,2025-06-08 05:00:00,CTV,Prospecting
171,4,2025-06-23 19:00:00,Search,Prospecting
171,5,2025-07-06 04:00:00,Search,Prospecting
171,3,2025-07-14 01:00:00,Social,Retargeting
171,2,2025-07-14 02:00:00,Search,Brand
172,1,2025-07-25 15:00:00,Social,Brand
173,4,2025-06-01 20:00:00,Search,Brand
173,2,2025-06-16 12:00:00,Search,Retargeting
173,1,2025-06-17 15:00:00,CTV,Prospecting
173,3,2025-07-24 04:00:00,Display,Prospecting
174,1,2025-07-23 15:00:00,Social,Brand
175,2,2025-06-02 08:00:00,Search,Retargeting
175,3,2025-06-09 00:00:00,Search,Brand
175,1,2025-06-14 03:00:00,Search,Brand
175,5,2025-06-22 10:00:00,Social,Prospecting
175,4,2025-06-23 03:00:00,Display,Brand
176,2,2025-06-18 12:00:00,Social,Retargeting
176,3,2025-06-30 13:00:00,Display,Prospecting
176,1,2025-07-12 11:00:00,Email,Brand
176,4,2025-07-22 13:00:00,Search,Brand
177,2,2025-06-18 09:00:00,Display,Brand
177,1,2025-06-27 01:00:00,Search,Retargeting
178,1,2025-07-06 13:00:00,Search,Retargeting
179,3,2025-06-04 14:00:00,Email,Prospecting
179,2,2025-06-13 20:00:00,Search,Brand
179,5,2025-06-29 05:00:00,Search,Brand
179,4,2025-07-02 12:00:00,Email,Retargeting
179,1,2025-07-22 02:00:00,Email,Prospecting
180,2,2025-06-19 01:00:00,Social,Brand
180,1,2025-07-30 22:00:00,Search,Brand
181,2,2025-06-09 02:00:00,Search,Prospecting
181,3,2025-07-16 18:00:00,Search,Prospecting
181,1,2025-07-20 23:00:00,Search,Brand
182,1,2025-06-04 03:00:00,Email,Prospecting
183,4,2025-06-07 04:00:00,Social,Retargeting
183,3,2025-07-05 06:00:00,Social,Brand
183,2,2025-07-20 04:00:00,Display,Brand
183,1,2025-07-22 19:00:00,CTV,Prospecting
184,2,2025-06-10 22:00:00,Search,Prospecting
184,1,2025-06-27 20:00:00,Search,Brand
185,1,2025-06-13 20:00:00,Display,Prospecting
186,1,2025-06-18 04:00:00,Email,Brand
186,4,2025-07-04 19:00:00,Search,Prospecting
186,5,2025-07-05 08:00:00,CTV,Retargeting
186,2,2025-07-05 16:00:00,Social,Brand
186,3,2025-07-22 22:00:00,Search,Brand
187,2,2025-06-17 23:00:00,Search,Prospecting
187,1,2025-06-21 09:00:00,Display,Retargeting
188,4,2025-06-15 16:00:00,Search,Prospecting
188,3,2025-07-04 07:00:00,Display,Prospecting
188,1,2025-07-18 00:00:00,Display,Brand
188,2,2025-07-30 07:00:00,Social,Prospecting
189,1,2025-06-05 11:00:00,Social,Prospecting
189,2,2025-06-13 07:00:00,Search,Prospecting
189,3,2025-07-15 18:00:00,Search,Brand
190,1,2025-06-20 20:00:00,Social,Brand
190,4,2025-06-30 21:00:00,Display,Brand
190,2,2025-07-06 10:00:00,Email,Retargeting
190,5,2025-07-08 14:00:00,Search,Retargeting
190,3,2025-07-21 18:00:00,Search,Brand
191,1,2025-06-09 01:00:00,CTV,Brand
192,1,2025-06-04 13:00:00,Search,Retargeting
192,3,2025-06-27 07:00:00,Search,Brand
192,4,2025-07-02 15:00:00,Display,Prospecting
192,2,2025-07-25 17:00:00,Search,Brand
193,2,2025-06-09 07:00:00,Social,Brand
193,1,2025-06-10 14:00:00,Search,Prospecting
193,3,2025-06-25 17:00:00,Email,Brand
194,4,2025-06-08 13:00:00,Display,Prospecting
194,2,2025-07-05 22:00:00,Display,Brand
194,5,2025-07-14 10:00:00,Search,Prospecting
194,1,2025-07-14 18:00:00,Display,Prospecting
194,3,2025-07-17 17:00:00,CTV,Brand
195,1,2025-06-22 12:00:00,Search,Brand
196,4,2025-06-23 06:00:00,Social,Retargeting
196,2,2025-06-24 11:00:00,Display,Prospecting
196,1,2025-06-27 17:00:00,Search,Prospecting
196,3,2025-07-03 23:00:00,CTV,Brand
197,2,2025-06-01 11:00:00,Display,Retargeting
197,5,2025-06-27 01:00:00,Social,Prospecting
197,3,2025-07-10 02:00:00,Social,Prospecting
197,4,2025-07-13 09:00:00,Display,Prospecting
197,1,2025-07-17 07:00:00,Social,Brand
198,2,2025-06-12 16:00:00,Search,Prospecting
198,1,2025-07-06 21:00:00,Display,Prospecting
198,3,2025-07-23 19:00:00,Search,Brand
198,4,2025-07-25 05:00:00,Display,Retargeting
199,2,2025-07-05 04:00:00,CTV,Brand
