user_id,converted,revenue,last_touch_channel,last_touch_campaign,cost
72,1,89.96981556071319,Social,Brand,1.0506968174924127
73,0,0.0,Search,Prospecting,2.373674020370454
74,0,0.0,Social,Brand,1.8406281077245237
75,0,0.0,CTV,Retargeting,3.8482902358834927
76,0,0.0,Display,Prospecting,0.6671128324484988
77,0,0.0,Social,Prospecting,1.214683509358686
78,0,0.0,Display,Brand,0.8834563729200844
79,0,0.0,Social,Brand,1.689599539079528
80,0,0.0,Social,Brand,1.759197305201843
81,0,0.0,Email,Prospecting,0.2301591026397703
82,0,0.0,Display,Brand,0.7440175067778516
83,0,0.0,Display,Brand,0.8503799804049856
84,0,0.0,Search,Brand,1.5850743729256334
85,0,0.0,Search,Prospecting,2.4845514028605096
86,0,0.0,Email,Prospecting,0.28155285965500765
87,0,0.0,Email,Brand,0.1879398028857515
88,0,0.0,Email,Brand,0.300189629216767
89,0,0.0,Social,Retargeting,1.887863853885426
90,0,0.0,CTV,Brand,3.064121974922895
91,0,0.0,Email,Brand,0.31557702027329215
92,0,0.0,Search,Brand,2.6854433161287052
93,0,0.0,Search,Brand,1.497727513430514
94,0,0.0,Display,Prospecting,0.8430758019084397
95,0,0.0,Search,Prospecting,2.7679152277557018
96,0,0.0,Display,Brand,0.6435225855735495
97,0,0.0,Display,Brand,0.817996656935733
98,0,0.0,Display,Retargeting,0.5910264029876897
99,0,0.0,CTV,Prospecting,3.702162421270384
100,0,0.0,Social,Prospecting,1.1555796273170573
101,0,0.0,Display,Brand,1.0909132353071271
102,0,0.0,Search,Retargeting,2.094092145868811
103,0,0.0,Social,Retargeting,1.4723365469944298
104,0,0.0,Search,Prospecting,2.107063697614542
105,0,0.0,Search,Prospecting,1.6076678661793573
106,0,0.0,Search,Retargeting,1.7435337565090276
107,0,0.0,Social,Retargeting,1.0429212927995553
108,0,0.0,Email,Brand,0.24497934409562938
109,0,0.0,Display,Prospecting,0.7531805202020145
110,0,0.0,Search,Brand,1.7169012754586808
111,0,0.0,Social,Retargeting,1.0818796601594114
112,0,0.0,Social,Retargeting,1.8622620484359824
113,0,0.0,Search,Brand,2.7307293344556522
114,0,0.0,Social,Brand,1.5384922581175409
115,0,0.0,Display,Brand,0.6618940557645422
116,0,0.0,Email,Prospecting,0.24668112314561863
117,0,0.0,CTV,Prospecting,3.882008034167764
118,0,0.0,Search,Retargeting,2.3003460076435505
119,0,0.0,Search,Retargeting,2.836165988935692
120,0,0.0,CTV,Brand,5.029491298013486
121,0,0.0,Display,Prospecting,0.5685888218318348
122,0,0.0,Search,Prospecting,1.4777298055751473
123,0,0.0,Search,Prospecting,2.47870395685273
124,0,0.0,Social,Brand,1.1647960159315052
125,0,0.0,Email,Retargeting,0.30382609404574956
126,0,0.0,CTV,Brand,3.9178436809340655
127,0,0.0,Search,Brand,1.6054492843856745
128,0,0.0,Social,Retargeting,1.1011285682237995
129,0,0.0,Social,Brand,1.3742592801265634
130,0,0.0,Display,Prospecting,0.8918920373638141
131,0,0.0,Social,Brand,1.9575745779733085
132,0,0.0,CTV,Brand,5.2372896691596065
133,1,55.51837322747342,Email,Prospecting,0.2333739699525843
134,0,0.0,Social,Brand,1.8658475752394965
135,0,0.0,Search,Brand,2.7938409394541432
136,0,0.0,Social,Brand,1.1468658543546566
137,0,0.0,Search,Brand,2.8726246440983396
138,0,0.0,Search,Prospecting,1.9962285036279668
139,0,0.0,Display,Brand,0.8324338413755282
140,0,0.0,CTV,Brand,3.016719114978994
141,0,0.0,Search,Brand,2.7613146379544737
142,0,0.0,Search,Brand,2.75851422524979
143,0,0.0,CTV,Retargeting,4.176309934805628
144,0,0.0,Email,Brand,0.2938937534868448
145,0,0.0,Display,Brand,0.726740677957432
146,0,0.0,CTV,Brand,3.737305408822396
147,0,0.0,Social,Prospecting,1.5356199291403472
148,0,0.0,Display,Brand,0.6423185912166605
149,0,0.0,Search,Brand,1.7306813750480714
150,0,0.0,Social,Brand,1.709203518953655
151,0,0.0,Email,Brand,0.23000607836418585
152,0,0.0,Email,Prospecting,0.2318314645767992
153,0,0.0,Search,Prospecting,2.547602137294558
154,0,0.0,CTV,Brand,3.2555803857829035
155,0,0.0,Search,Brand,2.0115470399001567
156,0,0.0,Email,Brand,0.28960065212062525
157,1,326.0117695207275,Search,Prospecting,2.714700749657935
158,0,0.0,Display,Retargeting,1.0347162319133845
159,0,0.0,Display,Brand,0.7310383110356784
160,1,100.25072847490651,Search,Brand,2.4836130310028994
161,1,30.674035239631547,Search,Retargeting,2.4273133687931576
162,0,0.0,Display,Brand,0.966755183241356
163,0,0.0,Search,Brand,1.8935883603820938
164,0,0.0,Search,Prospecting,1.5450533849997259
165,0,0.0,Display,Brand,1.1036340545067034
166,0,0.0,Social,Brand,1.3292499255541383
167,0,0.0,Display,Brand,0.997504254259936
168,0,0.0,CTV,Brand,5.289912471307523
169,0,0.0,Social,Brand,1.9493413527554952
170,0,0.0,CTV,Brand,4.658213248333292
171,0,0.0,Search,Brand,1.903429601787138
172,0,0.0,Social,Brand,1.559169471034398
173,0,0.0,Display,Prospecting,0.9852182121772551
174,0,0.0,Social,Brand,1.3334467009265412
175,0,0.0,Display,Brand,1.0473036066435955
176,0,0.0,Search,Brand,2.442018035939926
177,0,0.0,Search,Retargeting,1.6547006599536516
178,0,0.0,Search,Retargeting,2.4222014187487915
179,0,0.0,Email,Prospecting,0.2962648628911372
180,1,187.72797211116182,Search,Brand,1.8344478388591492
181,0,0.0,Search,Brand,1.7932771230467508
182,0,0.0,Email,Prospecting,0.27391402439376117
183,0,0.0,CTV,Prospecting,3.6560686759280396
184,0,0.0,Search,Brand,1.754947249175744
185,0,0.0,Display,Prospecting,0.5826515439529111
186,0,0.0,Search,Brand,2.8734836078123878
187,0,0.0,Display,Retargeting,0.8380547136420117
188,1,39.848473358562245,Social,Prospecting,1.5871630771555754
189,0,0.0,Search,Brand,1.826290077874739
190,0,0.0,Search,Brand,1.989435738849129
191,0,0.0,CTV,Brand,3.0400101002216022
192,0,0.0,Search,Brand,1.721210987423408
193,0,0.0,Email,Brand,0.22948314152773341
194,0,0.0,CTV,Brand,3.9615724683712212
195,0,0.0,Search,Brand,2.0861482362275434
196,0,0.0,CTV,Brand,3.5778889512392453
197,0,0.0,Social,Brand,1.916533203704876
198,0,0.0,Display,Retargeting,0.914235857380547
199,0,0.0,Search,Prospecting,1.6240765314216545
200,0,0.0,Social,Brand,1.1609682758091167
201,0,0.0,Search,Brand,2.1896011949830054
202,0,0.0,Social,Brand,1.871025962076817
203,0,0.0,Search,Prospecting,2.155498984487309
204,1,210.9747828874129,Search,Retargeting,2.415549277541427
205,0,0.0,CTV,Retargeting,5.7211982510423125
206,0,0.0,Display,Brand,0.7183851330900142
207,0,0.0,Email,Brand,0.16480026690590727
208,0,0.0,Display,Prospecting,0.909449233034482
209,0,0.0,CTV,Prospecting,3.7565714329278768
210,0,0.0,Search,Brand,2.6754840390593864
211,0,0.0,Search,Prospecting,2.120162211295582
212,0,0.0,Social,Brand,1.7991571197182683
213,0,0.0,Display,Prospecting,0.6281677870926905
214,0,0.0,Email,Prospecting,0.2849146101082873
215,0,0.0,Social,Prospecting,1.739379170322206
216,0,0.0,Social,Brand,1.7775280678361145
217,0,0.0,Search,Brand,2.2835808961972006
218,0,0.0,Display,Prospecting,1.0528628501988535
219,0,0.0,Search,Prospecting,1.6237066974640624
220,0,0.0,Social,Prospecting,1.5077550187703617
221,0,0.0,Email,Prospecting,0.3007439337285428
222,0,0.0,Display,Prospecting,0.8406914499382924
223,0,0.0,Display,Brand,0.8698527857324938
224,0,0.0,Search,Brand,1.5881773731238147
225,0,0.0,Search,Retargeting,1.6759218095488455
226,0,0.0,Display,Brand,0.6604928516705653
227,0,0.0,Search,Prospecting,2.493836203229779
228,0,0.0,Email,Prospecting,0.19676500712117473
229,0,0.0,CTV,Prospecting,3.165967044315621
230,0,0.0,Search,Brand,1.985162634874288
231,0,0.0,Social,Brand,1.908010042503626
232,0,0.0,Social,Prospecting,1.1534086735320068
233,0,0.0,Social,Brand,1.8055325609620718
234,0,0.0,Display,Retargeting,0.600136873598983
235,0,0.0,Display,Brand,0.5945168066569471
236,0,0.0,Display,Prospecting,0.5723620757840193
237,0,0.0,Social,Prospecting,1.407838275349894
238,0,0.0,Display,Prospecting,0.6633884314851798
239,0,0.0,CTV,Brand,5.032219628781015
240,0,0.0,CTV,Brand,5.737113476955128
241,0,0.0,Search,Retargeting,2.659957977173983
242,0,0.0,Display,Brand,0.5825773462705969
243,0,0.0,Email,Brand,0.16842844456315664
244,0,0.0,Social,Prospecting,2.036828814804746
245,0,0.0,Search,Brand,2.2397819268252146
246,0,0.0,Search,Prospecting,2.777686389820423
247,0,0.0,Social,Retargeting,1.9711924653593393
248,0,0.0,Social,Prospecting,1.5635433131486796
249,0,0.0,Display,Retargeting,0.7462119297843055
250,0,0.0,Display,Retargeting,1.060638086415312
251,0,0.0,Social,Prospecting,1.591464185226042
252,0,0.0,Search,Brand,2.8265052861709625
253,0,0.0,Display,Prospecting,0.56038874015912
254,0,0.0,Social,Prospecting,2.079321495236844
255,0,0.0,Search,Retargeting,2.224247726298456
256,0,0.0,Display,Brand,1.064889558145959
257,0,0.0,Social,Prospecting,2.0095050417240956
258,0,0.0,CTV,Brand,5.690594065082693
259,0,0.0,Search,Prospecting,2.3685681157167138
260,0,0.0,Social,Brand,1.6760952988950282
261,0,0.0,CTV,Brand,4.145196517456073
262,0,0.0,Search,Prospecting,2.006391486437835
263,0,0.0,Social,Prospecting,1.5356892057734484
264,0,0.0,Search,Prospecting,1.4815759432876563
265,0,0.0,Social,Retargeting,1.6095797623741286
266,1,240.64707751654126,CTV,Brand,3.034250635235505
267,0,0.0,Search,Brand,1.4470132968486558
268,0,0.0,Search,Brand,1.5420761651887476
269,0,0.0,Email,Prospecting,0.19641962393195725
270,0,0.0,Email,Brand,0.27011744116583714
271,0,0.0,Social,Brand,1.8560431819000718
272,0,0.0,Social,Brand,1.8157638935084315
273,0,0.0,Email,Prospecting,0.2543624474305595
274,0,0.0,Social,Retargeting,1.6282849651466278
275,1,96.6634650422184,Email,Prospecting,0.31406399953071856
276,0,0.0,Social,Retargeting,1.7560450969154386
277,0,0.0,Social,Prospecting,1.172920320190555
278,1,34.32550939165849,Display,Prospecting,0.6616778091601323
279,0,0.0,Email,Retargeting,0.17251877307029898
280,0,0.0,Search,Brand,1.8086252378294323
281,0,0.0,Search,Brand,1.8058364454508098
282,0,0.0,Search,Brand,1.90050196361947
283,0,0.0,Display,Brand,0.8051177552012453
284,0,0.0,Search,Brand,2.0532382038140713
285,0,0.0,Search,Retargeting,1.5850139291527887
286,0,0.0,Social,Prospecting,1.360933985595587
287,1,35.52896313777279,Social,Brand,1.1124460053768916
288,0,0.0,Social,Prospecting,1.3689781326525718
289,0,0.0,CTV,Brand,4.989960253796406
290,0,0.0,Display,Brand,0.8739369020711305
291,0,0.0,Display,Brand,0.7115946249414773
292,0,0.0,Search,Brand,1.9821870951182738
293,0,0.0,Social,Prospecting,1.3674579104216043
294,0,0.0,Display,Brand,0.8624630135136216
295,0,0.0,CTV,Prospecting,2.904016608011543
296,0,0.0,Search,Brand,1.4920560604092497
297,0,0.0,Social,Retargeting,1.4453401936193946
298,0,0.0,Display,Brand,0.6806488974123214
299,0,0.0,Search,Prospecting,1.5646659526407558
300,0,0.0,Social,Brand,1.4619195810487409
301,0,0.0,Search,Brand,2.6507716888386392
302,0,0.0,CTV,Prospecting,3.983383436677856
303,0,0.0,Display,Retargeting,0.6687448946464912
304,0,0.0,Search,Prospecting,1.6705207112738878
305,0,0.0,Email,Brand,0.19930634644500955
306,0,0.0,Search,Retargeting,2.8237373712492477
307,0,0.0,CTV,Prospecting,5.2092319952070225
308,0,0.0,Display,Brand,0.9324134255285491
309,0,0.0,Search,Retargeting,2.822711162844954
310,0,0.0,Search,Brand,1.896265686921096
311,0,0.0,Search,Prospecting,1.4627512068537445
312,0,0.0,Social,Prospecting,1.9714840734829973
313,0,0.0,Search,Brand,2.4017966093938514
314,0,0.0,Social,Prospecting,1.448058909114162
315,0,0.0,Search,Prospecting,2.7506966374035553
316,0,0.0,Display,Prospecting,0.7150595809031062
317,0,0.0,Display,Prospecting,0.9037369969082621
318,0,0.0,Email,Brand,0.2888845911891429
319,0,0.0,Social,Prospecting,1.4614526389170182
320,0,0.0,Search,Prospecting,1.7200747854970264
321,0,0.0,Display,Prospecting,1.0794077037307575
322,0,0.0,Search,Prospecting,2.2037686652784534
323,0,0.0,Email,Prospecting,0.18436719170502835
324,0,0.0,Search,Prospecting,1.9373690512358404
325,0,0.0,Social,Prospecting,1.9509795057993762
326,0,0.0,Search,Brand,2.0032630889226786
327,0,0.0,Social,Prospecting,1.355696282625417
328,0,0.0,Social,Brand,1.47559948801978
329,0,0.0,Email,Brand,0.19441407265568955
330,0,0.0,Search,Brand,2.440173171875054
331,0,0.0,Email,Brand,0.2893345563315434
332,0,0.0,Search,Prospecting,2.4812379565589167
333,0,0.0,Search,Brand,1.773890763874467
334,0,0.0,Search,Prospecting,1.8267459194433864
335,0,0.0,CTV,Prospecting,4.718978025707374
336,0,0.0,Display,Brand,1.0824957274106894
337,0,0.0,Search,Retargeting,1.6757547019936616
338,0,0.0,Display,Brand,0.8486429916678926
339,0,0.0,Search,Retargeting,1.9955558719358808
340,0,0.0,Display,Prospecting,0.7210804275841651
341,1,120.6662150227594,Display,Brand,0.7091310445483326
342,0,0.0,Social,Retargeting,1.8465546674267501
343,0,0.0,Search,Retargeting,2.640446310417172
344,0,0.0,Search,Brand,1.9685165376397635
345,0,0.0,Social,Brand,1.3653077289345454
346,0,0.0,Email,Prospecting,0.21410392463076683
347,1,127.28242805429406,Search,Prospecting,2.42490129772365
348,0,0.0,Display,Brand,0.7408327269647828
349,0,0.0,Social,Brand,2.013981648628477
350,0,0.0,Search,Brand,2.493154534778034
351,0,0.0,Search,Brand,1.5764514801483287
352,0,0.0,Search,Prospecting,2.119707149153162
353,0,0.0,Search,Brand,2.5547333509354386
354,0,0.0,Social,Prospecting,1.989272987154097
355,0,0.0,Search,Prospecting,2.671688863533356
356,0,0.0,Search,Brand,1.6927489612837883
357,0,0.0,Social,Prospecting,1.5722299425430744
358,0,0.0,Email,Brand,0.19967330546653833
359,0,0.0,CTV,Prospecting,3.568702018144924
360,0,0.0,Email,Brand,0.295379209347198
361,0,0.0,Social,Prospecting,1.4182164447238639
362,0,0.0,Display,Brand,1.0443033258614256
363,0,0.0,Display,Prospecting,0.7728969065748028
364,0,0.0,Social,Prospecting,1.2485435153497606
365,0,0.0,Display,Brand,0.8032213310572021
366,0,0.0,Search,Brand,2.5731074240939527
367,0,0.0,CTV,Brand,5.274754341176076
368,0,0.0,Social,Prospecting,1.2735339086500042
369,0,0.0,Search,Brand,2.475686188657478
370,0,0.0,Display,Prospecting,1.065008378143073
371,0,0.0,Search,Prospecting,1.8122644494907163
372,0,0.0,Search,Brand,2.5116061644135077
373,0,0.0,Social,Prospecting,1.0556135623307725
374,0,0.0,Search,Prospecting,1.9609965447878472
375,0,0.0,Search,Brand,1.7031134621948445
376,0,0.0,Search,Brand,2.7965347598008337
377,0,0.0,Display,Prospecting,0.6903497214056352
378,0,0.0,Search,Brand,2.405411508064773
379,0,0.0,Social,Prospecting,1.6312502521247032
380,0,0.0,Social,Brand,2.028529572231101
381,0,0.0,Display,Prospecting,0.6217515533352953
382,0,0.0,Display,Brand,0.5979267439819188
383,0,0.0,Social,Prospecting,1.587971050559808
384,0,0.0,Display,Brand,0.5664728436669305
385,0,0.0,Social,Retargeting,1.7304401188963512
386,0,0.0,Social,Brand,1.2064314869804909
387,0,0.0,Display,Brand,0.9889261762527873
388,0,0.0,Display,Brand,0.5855359908532525
389,0,0.0,Email,Brand,0.24952912062735147
390,0,0.0,Display,Brand,0.6979041176749154
391,0,0.0,Search,Retargeting,2.67092476658685
392,0,0.0,Display,Prospecting,0.8257602819040725
393,0,0.0,Search,Brand,2.5288931158767807
394,0,0.0,Social,Brand,1.6083295959376345
395,0,0.0,Search,Brand,2.5384619681727987
396,0,0.0,Search,Brand,2.6320040786071273
397,0,0.0,Search,Brand,2.7422011594915987
398,0,0.0,Display,Prospecting,1.0183626298409771
399,0,0.0,Display,Brand,0.707544809914648
400,0,0.0,Search,Brand,2.808396086014297
401,0,0.0,Search,Retargeting,2.0633798450252385
402,0,0.0,Search,Brand,1.818198967523151
403,0,0.0,Search,Prospecting,1.5565493254107043
404,0,0.0,Display,Brand,0.6948399879381464
405,0,0.0,Social,Prospecting,1.57605734096749
406,0,0.0,Search,Retargeting,2.7549535268200427
407,0,0.0,Display,Prospecting,0.6311641387336162
408,0,0.0,Search,Retargeting,2.0751539770979406
409,0,0.0,Email,Prospecting,0.2710044274723466
410,0,0.0,Search,Brand,2.116050222207594
411,0,0.0,Social,Prospecting,1.4793593685989872
412,0,0.0,Search,Brand,2.743842066848455
413,0,0.0,Search,Brand,2.1163971581350314
414,0,0.0,CTV,Brand,3.49391121772372
415,0,0.0,Display,Brand,0.9777755555102168
416,0,0.0,Social,Prospecting,1.5398919875628854
417,0,0.0,Social,Brand,1.8320877049453665
418,0,0.0,CTV,Retargeting,5.040202256476023
419,0,0.0,Search,Prospecting,2.32976875372594
420,0,0.0,Search,Prospecting,2.249127747883712
421,0,0.0,Social,Prospecting,1.9285795342512677
422,0,0.0,Social,Retargeting,1.3585944585749918
423,0,0.0,Social,Brand,1.3412655218005713
424,0,0.0,Display,Brand,0.6687151743618757
425,0,0.0,Social,Brand,2.07407855467089
426,0,0.0,Social,Prospecting,1.5067704163800124
427,0,0.0,Social,Brand,1.882191158171223
428,0,0.0,Search,Prospecting,1.6724576945403564
429,0,0.0,Social,Brand,1.3700984712288387
430,0,0.0,Social,Brand,1.3421904342603623
431,0,0.0,Display,Brand,1.0093508222366787
432,0,0.0,CTV,Brand,3.8360818282623455
433,0,0.0,Search,Brand,2.1774780310947204
434,0,0.0,Social,Prospecting,1.109489583511072
435,0,0.0,Search,Brand,1.6875941840629651
436,0,0.0,Email,Brand,0.2502679552317228
437,0,0.0,Email,Prospecting,0.19405323064243893
438,0,0.0,Display,Prospecting,1.0091588261748337
439,0,0.0,Display,Prospecting,0.6868804293662557
440,0,0.0,Search,Prospecting,1.59631945684327
441,0,0.0,CTV,Retargeting,5.583512639558608
442,0,0.0,Social,Brand,1.3485494901210044
443,0,0.0,Social,Retargeting,1.1954658252820756
444,0,0.0,CTV,Brand,3.1451812595024626
445,0,0.0,Social,Brand,1.0576915612589493
446,0,0.0,Social,Brand,1.9762879779715623
447,0,0.0,Display,Prospecting,0.6012974496104124
448,0,0.0,Search,Retargeting,2.8161123273952775
449,0,0.0,Social,Prospecting,1.689259374928021
450,0,0.0,Email,Brand,0.22705590782335375
451,0,0.0,Display,Prospecting,0.8067943935957271
452,0,0.0,Display,Brand,0.842128880864405
453,0,0.0,Social,Brand,1.5674864383828044
454,0,0.0,Search,Prospecting,1.9960437415557817
455,0,0.0,Display,Brand,0.9222876023135005
456,1,191.2678014452465,CTV,Prospecting,4.43208867290364
457,0,0.0,Display,Brand,0.6978842071066008
458,0,0.0,CTV,Prospecting,4.796575422399467
459,0,0.0,Email,Retargeting,0.2050053017258634
460,0,0.0,Display,Brand,1.0430976129170535
461,0,0.0,Search,Prospecting,2.1146338610756183
462,0,0.0,Display,Prospecting,0.9720627254201364
463,0,0.0,Social,Prospecting,1.661496678634783
464,0,0.0,Search,Brand,2.4126150332811216
465,0,0.0,Search,Brand,1.93819477200154
466,0,0.0,Search,Retargeting,1.6666070141688492
467,1,59.484226473545846,Display,Retargeting,1.021616830689533
468,1,135.42010853264327,Search,Retargeting,2.791027460852615
469,0,0.0,Display,Brand,1.0061542002872916
470,0,0.0,Display,Retargeting,0.5946254935126839
471,0,0.0,Email,Brand,0.30836743610393214
472,0,0.0,Search,Prospecting,2.5488976659784495
473,1,92.87965081887381,Social,Prospecting,1.5310842423643802
474,0,0.0,Search,Prospecting,2.2177006854774066
475,0,0.0,Search,Prospecting,2.4426555189276993
476,0,0.0,Search,Prospecting,2.2443935586730275
477,0,0.0,CTV,Brand,4.824217829136387
478,0,0.0,Email,Retargeting,0.18726623771969375
479,1,105.49936556603076,Search,Prospecting,1.911846858160799
480,0,0.0,Email,Prospecting,0.3096316829631894
481,0,0.0,Social,Retargeting,1.7700424341204852
482,0,0.0,Display,Brand,0.869561730751921
483,0,0.0,Search,Retargeting,1.7902295167125022
484,0,0.0,Search,Brand,2.107708499910608
485,0,0.0,Email,Prospecting,0.24734588735298152
486,0,0.0,Search,Brand,2.6008357407284683
487,0,0.0,Social,Brand,1.3696843855356267
488,0,0.0,Search,Brand,2.1867932593842028
489,0,0.0,Social,Brand,1.9408228651685284
490,0,0.0,Display,Brand,0.9835058030296003
491,0,0.0,Display,Retargeting,0.7989771671266276
492,0,0.0,Social,Brand,1.1493654825850281
493,0,0.0,Display,Brand,0.585990024128575
494,0,0.0,Email,Prospecting,0.25581978198578126
495,0,0.0,Social,Prospecting,1.3129739882961997
496,0,0.0,Search,Brand,1.9669040969598333
497,0,0.0,Search,Prospecting,2.209318230640131
498,0,0.0,Social,Prospecting,1.7412467678949235
499,0,0.0,Search,Brand,1.9892406481894964
500,0,0.0,Search,Prospecting,1.861940138380869
501,0,0.0,Social,Prospecting,1.220659828239768
502,0,0.0,Social,Prospecting,1.2535057923125623
503,0,0.0,Social,Brand,1.7679953020270598
504,0,0.0,Search,Brand,2.75579495982264
505,0,0.0,Email,Prospecting,0.2377144980534472
506,0,0.0,Display,Prospecting,1.0241967905437894
507,0,0.0,Search,Prospecting,1.4719840265086903
508,0,0.0,Search,Brand,2.4715444757836953
509,0,0.0,Search,Brand,2.5700844353744294
510,0,0.0,Display,Brand,0.6165109249792319
511,0,0.0,Social,Prospecting,1.2467646323942685
512,0,0.0,Search,Prospecting,2.2071363387791356
513,0,0.0,Display,Brand,1.0377743528275498
514,0,0.0,Social,Retargeting,1.765475631086512
515,0,0.0,Search,Brand,2.5010277453535994
516,0,0.0,Display,Brand,0.8239725920876116
517,1,117.07198551281854,CTV,Brand,3.9599873624500757
518,0,0.0,Email,Brand,0.17371950289029012
519,0,0.0,Social,Brand,2.0238944568269255
520,0,0.0,Email,Brand,0.16854430739467421
521,0,0.0,Display,Prospecting,0.6816116788799782
522,0,0.0,Display,Brand,0.8032337684751126
523,0,0.0,Social,Prospecting,1.3298988967224075
524,0,0.0,Social,Brand,1.8057003553091906
525,0,0.0,Search,Brand,1.853282415352321
526,0,0.0,Search,Brand,2.326762062676044
527,0,0.0,Social,Prospecting,2.0061651431879604
528,0,0.0,CTV,Brand,5.120315604175568
529,0,0.0,CTV,Prospecting,3.6478728590765477
530,0,0.0,Search,Brand,1.4594176812729918
531,0,0.0,Display,Brand,0.9955346139165564
532,0,0.0,Search,Retargeting,2.6626088332412805
533,1,167.4470025006508,Display,Prospecting,0.9920324182360624
534,0,0.0,Social,Prospecting,2.0701577931191704
535,0,0.0,Search,Brand,2.5015489543052456
536,0,0.0,Display,Brand,0.6958269902854408
537,0,0.0,CTV,Retargeting,4.205683445773991
538,0,0.0,Search,Brand,2.41125252915838
539,0,0.0,Social,Brand,1.6246136057154856
540,0,0.0,Search,Prospecting,1.8705114125375193
541,0,0.0,Search,Brand,2.0618537378706754
542,0,0.0,Search,Brand,1.7204688676340638
543,0,0.0,Email,Brand,0.18530020309786427
544,0,0.0,Social,Brand,2.0271068211629766
545,0,0.0,Email,Brand,0.2118006374373505
546,0,0.0,Display,Prospecting,1.0942528584120297
547,0,0.0,Search,Brand,2.7436102271540665
548,0,0.0,Social,Brand,1.8695786818777549
549,0,0.0,Search,Prospecting,2.3162999106156854
550,0,0.0,Search,Retargeting,2.8741842480293953
551,0,0.0,Display,Brand,1.0601249820390057
552,0,0.0,Search,Brand,1.500764864866609
553,0,0.0,Display,Brand,1.0456778849749633
554,0,0.0,Search,Brand,2.8188463511778963
555,0,0.0,Search,Brand,2.738855341087879
556,0,0.0,CTV,Brand,5.639986184306709
557,0,0.0,Display,Prospecting,1.0863736018447543
558,0,0.0,Display,Brand,0.8579746377064921
559,0,0.0,Display,Brand,0.884648262885353
